REGION,COUNTRY,SECTOR,SUBSECTOR,YEAR,QUARTER,"Dividend, USD"
UK,United Kingdom,Financial,Banks,2011,11Q1,1907747480.68904
UK,United Kingdom,Financial,Banks,2011,11Q2,3418022273.78621
UK,United Kingdom,Financial,Banks,2011,11Q3,1797323232.51707
UK,United Kingdom,Financial,Banks,2011,11Q4,2385019978.66846
UK,United Kingdom,Financial,Banks,2012,12Q1,2188005261.98003
UK,United Kingdom,Financial,Banks,2012,12Q2,3931113693.43564
UK,United Kingdom,Financial,Banks,2012,12Q3,1830361090.10096
UK,United Kingdom,Financial,Banks,2012,12Q4,4146789070.51099
UK,United Kingdom,Financial,Banks,2013,13Q1,668514657.886046
UK,United Kingdom,Financial,Banks,2013,13Q2,4896976608.96123
UK,United Kingdom,Financial,Banks,2013,13Q3,2066609148.83508
UK,United Kingdom,Financial,Banks,2013,13Q4,4698917356.85567
UK,United Kingdom,Financial,Banks,2014,14Q1,938387245.736884
UK,United Kingdom,Financial,Banks,2014,14Q2,5245379932.75234
UK,United Kingdom,Financial,Banks,2014,14Q3,2174858861.92107
UK,United Kingdom,Financial,Banks,2014,14Q4,4798105018.64819
UK,United Kingdom,Financial,Banks,2015,15Q2,7204972638.01049
UK,United Kingdom,Financial,Banks,2015,15Q3,3021970778.63018
UK,United Kingdom,Financial,Banks,2015,15Q4,4534513062.31836
UK,United Kingdom,Financial,Banks,2016,16Q2,7030701252.95272
UK,United Kingdom,Financial,Banks,2016,16Q3,2990029891.76455
UK,United Kingdom,Financial,Banks,2016,16Q4,1989906207.2
UK,United Kingdom,Financial,Banks,2017,17Q2,6624666855.38351
UK,United Kingdom,Financial,Banks,2017,17Q3,5212303280.73106
UK,United Kingdom,Financial,Banks,2017,17Q4,2005044776.1
UK,United Kingdom,Financial,Banks,2018,18Q2,6999918882.30799
UK,United Kingdom,Financial,Banks,2018,18Q3,5567792833.37065
UK,United Kingdom,Financial,Banks,2018,18Q4,2508063216.59322
UK,United Kingdom,Financial,Banks,2019,19Q2,9270404399.90031
UK,United Kingdom,Financial,Banks,2019,19q3,7790611919.26476
UK,United Kingdom,Financial,Banks,2019,19Q4,2251258119.56
UK,United Kingdom,Financial,Banks,2020,20Q2,
UK,United Kingdom,Financial,Banks,2020,20Q3,
UK,United Kingdom,Financial,Banks,2020,20Q4,0
UK,United Kingdom,Financial,Banks,2021,21q2,4631723563.72462
UK,United Kingdom,Financial,Banks,2021,21q3,3032026099.01224
UK,United Kingdom,Financial,Banks,2021,21Q4,93311314.62
UK,United Kingdom,Financial,Banks,2022,22Q2,7007900490.5354
UK,United Kingdom,Financial,Banks,2022,22Q3,5270126581.19801
UK,United Kingdom,Financial,Banks,2022,22Q4,118310560.32
UK,United Kingdom,Financial,Banks,2023,23Q1,981530863.878874
UK,United Kingdom,Financial,Banks,2023,23Q2,9517589799.16134
UK,United Kingdom,Financial,Banks,2023,23Q3,3836162983.09362
UK,United Kingdom,Financial,Banks,2023,23q4,2111169744.68
UK,United Kingdom,Financial,Banks,2024,24q2,16060274590.5805
UK,United Kingdom,Financial,Banks,2024,24q3,3928545521.62043
UK,United Kingdom,Financial,Banks,2024,24q4,2040664444.58
UK,United Kingdom,Financial,Banks,2025,25q2,13243828092.4683
UK,United Kingdom,Financial,General Financial,2010,10Q1,52273318.5616867
UK,United Kingdom,Financial,General Financial,2010,10Q3,97769172.63235
UK,United Kingdom,Financial,General Financial,2011,11Q1,55174788.7632708
UK,United Kingdom,Financial,General Financial,2011,11Q3,117782593.118447
UK,United Kingdom,Financial,General Financial,2012,12Q1,79281300.1029434
UK,United Kingdom,Financial,General Financial,2012,12Q3,162869282.08572
UK,United Kingdom,Financial,General Financial,2013,13Q1,84279547.4643228
UK,United Kingdom,Financial,General Financial,2013,13Q3,164748017.851221
UK,United Kingdom,Financial,General Financial,2014,14Q1,152150736.080001
UK,United Kingdom,Financial,General Financial,2014,14Q3,313130835.984132
UK,United Kingdom,Financial,General Financial,2015,15Q1,127967869.318607
UK,United Kingdom,Financial,General Financial,2015,15Q2,68124787.6420032
UK,United Kingdom,Financial,General Financial,2015,15Q3,268816612.089911
UK,United Kingdom,Financial,General Financial,2016,16Q1,85249493.024688
UK,United Kingdom,Financial,General Financial,2016,16Q2,126582638.88947
UK,United Kingdom,Financial,General Financial,2016,16Q3,258070061.640608
UK,United Kingdom,Financial,General Financial,2017,17Q1,95704481.851264
UK,United Kingdom,Financial,General Financial,2017,17Q2,140613076.896911
UK,United Kingdom,Financial,General Financial,2017,17Q3,301429319.555477
UK,United Kingdom,Financial,General Financial,2018,18Q1,105315187.433436
UK,United Kingdom,Financial,General Financial,2018,18Q2,171833353.620571
UK,United Kingdom,Financial,General Financial,2018,18Q3,537583624.942727
UK,United Kingdom,Financial,General Financial,2019,19Q1,185961949.034377
UK,United Kingdom,Financial,General Financial,2019,19Q2,190753319.124094
UK,United Kingdom,Financial,General Financial,2019,19q3,331076719.730616
UK,United Kingdom,Financial,General Financial,2020,20Q1,223054223.990236
UK,United Kingdom,Financial,General Financial,2020,20Q2,214181962.679201
UK,United Kingdom,Financial,General Financial,2020,20Q3,317652299.25773
UK,United Kingdom,Financial,General Financial,2021,21Q1,232253556.81629
UK,United Kingdom,Financial,General Financial,2021,21q2,372249079.690611
UK,United Kingdom,Financial,General Financial,2021,21q3,455389916.988381
UK,United Kingdom,Financial,General Financial,2022,22q1,256416408.175338
UK,United Kingdom,Financial,General Financial,2022,22Q2,449749595.512525
UK,United Kingdom,Financial,General Financial,2022,22Q3,504516375.669204
UK,United Kingdom,Financial,General Financial,2023,23Q1,274376225.938969
UK,United Kingdom,Financial,General Financial,2023,23Q2,471957576.900191
UK,United Kingdom,Financial,General Financial,2023,23Q3,595891205.25783
UK,United Kingdom,Financial,General Financial,2024,24q1,329167322.902113
UK,United Kingdom,Financial,General Financial,2024,24q2,540471721.938739
UK,United Kingdom,Financial,General Financial,2024,24q3,719413680.079675
UK,United Kingdom,Financial,General Financial,2025,25Q1,363073219.180175
UK,United Kingdom,Financial,General Financial,2025,25q2,633206802.321795
UK,United Kingdom,Financial,Insurance,2010,10Q2,1453089119.87889
UK,United Kingdom,Financial,Insurance,2010,10Q3,263813971.323542
UK,United Kingdom,Financial,Insurance,2010,10Q4,686506280.478989
UK,United Kingdom,Financial,Insurance,2011,11Q2,1933968831.95409
UK,United Kingdom,Financial,Insurance,2011,11Q3,310733027.132283
UK,United Kingdom,Financial,Insurance,2011,11Q4,771824459.998753
UK,United Kingdom,Financial,Insurance,2012,12Q2,2013462785.48802
UK,United Kingdom,Financial,Insurance,2012,12Q3,347711479.029755
UK,United Kingdom,Financial,Insurance,2012,12Q4,826976654.61719
UK,United Kingdom,Financial,Insurance,2013,13Q2,1882740431.24921
UK,United Kingdom,Financial,Insurance,2013,13Q3,628432622.234523
UK,United Kingdom,Financial,Insurance,2013,13Q4,458137038.809825
UK,United Kingdom,Financial,Insurance,2014,14Q2,2414167712.564
UK,United Kingdom,Financial,Insurance,2014,14Q3,468870595.254067
UK,United Kingdom,Financial,Insurance,2014,14Q4,768093869.89058
UK,United Kingdom,Financial,Insurance,2015,15Q2,2579168550.69382
UK,United Kingdom,Financial,Insurance,2015,15Q3,801928185.452029
UK,United Kingdom,Financial,Insurance,2015,15Q4,633874104.161312
UK,United Kingdom,Financial,Insurance,2016,16Q2,3252094796.69829
UK,United Kingdom,Financial,Insurance,2016,16Q3,744675850.646505
UK,United Kingdom,Financial,Insurance,2016,16Q4,595715473.001571
UK,United Kingdom,Financial,Insurance,2017,17Q2,2852848702.99928
UK,United Kingdom,Financial,Insurance,2017,17Q3,851070027.08331
UK,United Kingdom,Financial,Insurance,2017,17Q4,653360271.9609
UK,United Kingdom,Financial,Insurance,2018,18Q2,3270482168.10183
UK,United Kingdom,Financial,Insurance,2018,18Q3,1370162646.85908
UK,United Kingdom,Financial,Insurance,2018,18Q4,226129631.50494
UK,United Kingdom,Financial,Insurance,2019,19Q2,3272947903.73496
UK,United Kingdom,Financial,Insurance,2019,19q3,1349284487.71066
UK,United Kingdom,Financial,Insurance,2019,19Q4,225712658.317828
UK,United Kingdom,Financial,Insurance,2020,20Q2,1908870354.37884
UK,United Kingdom,Financial,Insurance,2020,20Q3,813765482.508701
UK,United Kingdom,Financial,Insurance,2020,20Q4,347331630.785263
UK,United Kingdom,Financial,Insurance,2021,21Q1,377387696.7065
UK,United Kingdom,Financial,Insurance,2021,21q2,2488024823.33743
UK,United Kingdom,Financial,Insurance,2021,21q3,563192043.394748
UK,United Kingdom,Financial,Insurance,2021,21Q4,1039915924.80184
UK,United Kingdom,Financial,Insurance,2022,22Q2,5996809207.93337
UK,United Kingdom,Financial,Insurance,2022,22Q3,1170566819.31518
UK,United Kingdom,Financial,Insurance,2023,23Q2,2304918024.00541
UK,United Kingdom,Financial,Insurance,2023,23Q3,415388855.896358
UK,United Kingdom,Financial,Insurance,2023,23q4,730701271.86044
UK,United Kingdom,Financial,Insurance,2024,24q2,2480158462.1983
UK,United Kingdom,Financial,Insurance,2024,24q3,477195994.239465
UK,United Kingdom,Financial,Insurance,2024,24q4,885727763.948008
UK,United Kingdom,Financial,Insurance,2025,25q2,3011133208.42079
UK,United Kingdom,Health,Healthcare,2010,10Q2,79344229.1172
UK,United Kingdom,Health,Healthcare,2010,10Q4,53332238.94
UK,United Kingdom,Health,Healthcare,2011,11Q2,87606258.141
UK,United Kingdom,Health,Healthcare,2011,11Q4,58927757.064
UK,United Kingdom,Health,Healthcare,2012,12Q2,96783837.876
UK,United Kingdom,Health,Healthcare,2012,12Q4,89186936.553
UK,United Kingdom,Health,Healthcare,2013,13Q2,146891058.174
UK,United Kingdom,Health,Healthcare,2013,13Q4,93211341.496
UK,United Kingdom,Health,Healthcare,2014,14Q2,152034986.84
UK,United Kingdom,Health,Healthcare,2014,14Q4,98289268.44
UK,United Kingdom,Health,Healthcare,2015,15Q2,166623437.166
UK,United Kingdom,Health,Healthcare,2015,15Q4,105603476.016
UK,United Kingdom,Health,Healthcare,2016,16Q2,170175143.5
UK,United Kingdom,Health,Healthcare,2016,16Q4,108982069.332
UK,United Kingdom,Health,Healthcare,2017,17Q2,161864017.845
UK,United Kingdom,Health,Healthcare,2017,17Q4,107610674.313
UK,United Kingdom,Health,Healthcare,2018,18Q2,198588684.54
UK,United Kingdom,Health,Healthcare,2018,18Q4,122420728.78
UK,United Kingdom,Health,Healthcare,2019,19Q2,192501191.96
UK,United Kingdom,Health,Healthcare,2019,19Q4,125947713.168
UK,United Kingdom,Health,Healthcare,2020,20Q2,202056678.978
UK,United Kingdom,Health,Healthcare,2020,20Q4,126100060.704
UK,United Kingdom,Health,Healthcare,2021,21q2,203037519.762
UK,United Kingdom,Health,Healthcare,2021,21Q4,126617727.6
UK,United Kingdom,Health,Healthcare,2022,22Q2,202063661.646
UK,United Kingdom,Health,Healthcare,2022,22Q4,125380109.952
UK,United Kingdom,Health,Healthcare,2023,23Q2,201745841.22
UK,United Kingdom,Health,Healthcare,2023,23q4,125768867.328
UK,United Kingdom,Health,Healthcare,2024,24q2,201967972.437
UK,United Kingdom,Health,Healthcare,2024,24q4,125909871.984
UK,United Kingdom,Health,Healthcare,2025,25q2,201988734.024
UK,United Kingdom,Health,Pharmaceuticals,2010,10Q1,3724621652.30317
UK,United Kingdom,Health,Pharmaceuticals,2010,10Q2,1424686954.90038
UK,United Kingdom,Health,Pharmaceuticals,2010,10Q3,2189500296.42663
UK,United Kingdom,Health,Pharmaceuticals,2010,10Q4,1241671894.24583
UK,United Kingdom,Health,Pharmaceuticals,2011,11Q1,3881246936.87173
UK,United Kingdom,Health,Pharmaceuticals,2011,11Q2,1610235010.95565
UK,United Kingdom,Health,Pharmaceuticals,2011,11Q3,2478104552.49349
UK,United Kingdom,Health,Pharmaceuticals,2011,11Q4,1257056600.2756
UK,United Kingdom,Health,Pharmaceuticals,2012,12Q1,3825830796.15307
UK,United Kingdom,Health,Pharmaceuticals,2012,12Q2,2094930391.26793
UK,United Kingdom,Health,Pharmaceuticals,2012,12Q3,2454579929.05235
UK,United Kingdom,Health,Pharmaceuticals,2012,12Q4,1369976204.01941
UK,United Kingdom,Health,Pharmaceuticals,2013,13Q1,3801468719.2163
UK,United Kingdom,Health,Pharmaceuticals,2013,13Q2,1660751942.97307
UK,United Kingdom,Health,Pharmaceuticals,2013,13Q3,2466724664.5923
UK,United Kingdom,Health,Pharmaceuticals,2013,13Q4,1428149104.78743
UK,United Kingdom,Health,Pharmaceuticals,2014,14Q1,3914739102.20502
UK,United Kingdom,Health,Pharmaceuticals,2014,14Q2,1874128729.12184
UK,United Kingdom,Health,Pharmaceuticals,2014,14Q3,2716651915.46339
UK,United Kingdom,Health,Pharmaceuticals,2014,14Q4,1485130056.88366
UK,United Kingdom,Health,Pharmaceuticals,2015,15Q1,3792857491.15247
UK,United Kingdom,Health,Pharmaceuticals,2015,15Q2,1648659860.06353
UK,United Kingdom,Health,Pharmaceuticals,2015,15Q3,2559949280.64546
UK,United Kingdom,Health,Pharmaceuticals,2015,15Q4,1401194083.03412
UK,United Kingdom,Health,Pharmaceuticals,2016,16Q1,3732916891.58375
UK,United Kingdom,Health,Pharmaceuticals,2016,16Q2,2961426157.47317
UK,United Kingdom,Health,Pharmaceuticals,2016,16Q3,1233247533.30543
UK,United Kingdom,Health,Pharmaceuticals,2016,16Q4,1129189768.87244
UK,United Kingdom,Health,Pharmaceuticals,2017,17Q1,3536080182.09787
UK,United Kingdom,Health,Pharmaceuticals,2017,17Q2,1413771268.59777
UK,United Kingdom,Health,Pharmaceuticals,2017,17Q3,2358299580.59042
UK,United Kingdom,Health,Pharmaceuticals,2017,17Q4,1230377029.41359
UK,United Kingdom,Health,Pharmaceuticals,2018,18Q1,3638693461.41457
UK,United Kingdom,Health,Pharmaceuticals,2018,18Q2,1622995692.33312
UK,United Kingdom,Health,Pharmaceuticals,2018,18Q3,2374248327.07378
UK,United Kingdom,Health,Pharmaceuticals,2018,18Q4,1245005495.94069
UK,United Kingdom,Health,Pharmaceuticals,2019,19Q1,3658313359.05684
UK,United Kingdom,Health,Pharmaceuticals,2019,19Q2,1494275349.40205
UK,United Kingdom,Health,Pharmaceuticals,2019,19q3,2352397671.51437
UK,United Kingdom,Health,Pharmaceuticals,2019,19Q4,1164135987.41262
UK,United Kingdom,Health,Pharmaceuticals,2020,20Q1,3621306034.36712
UK,United Kingdom,Health,Pharmaceuticals,2020,20Q2,1438584409.94566
UK,United Kingdom,Health,Pharmaceuticals,2020,20Q3,2379141789.39391
UK,United Kingdom,Health,Pharmaceuticals,2020,20Q4,1232516400.50743
UK,United Kingdom,Health,Pharmaceuticals,2021,21Q1,3787746926.93192
UK,United Kingdom,Health,Pharmaceuticals,2021,21q2,1588745825.37898
UK,United Kingdom,Health,Pharmaceuticals,2021,21q3,2705767133.7042
UK,United Kingdom,Health,Pharmaceuticals,2021,21Q4,1302346193.97396
UK,United Kingdom,Health,Pharmaceuticals,2022,22q1,4258740601.93916
UK,United Kingdom,Health,Pharmaceuticals,2022,22Q2,1527768853.46809
UK,United Kingdom,Health,Pharmaceuticals,2022,22Q3,2240207931.59234
UK,United Kingdom,Health,Pharmaceuticals,2022,22Q4,739927797.582025
UK,United Kingdom,Health,Pharmaceuticals,2023,23Q1,3776421703.72447
UK,United Kingdom,Health,Pharmaceuticals,2023,23Q2,980703195.297072
UK,United Kingdom,Health,Pharmaceuticals,2023,23Q3,2348019654.12574
UK,United Kingdom,Health,Pharmaceuticals,2023,23q4,700259196.686684
UK,United Kingdom,Health,Pharmaceuticals,2024,24q1,3786598797.68652
UK,United Kingdom,Health,Pharmaceuticals,2024,24q2,1315973607.10047
UK,United Kingdom,Health,Pharmaceuticals,2024,24q3,2618868509.89082
UK,United Kingdom,Health,Pharmaceuticals,2024,24q4,811426193.196818
UK,United Kingdom,Health,Pharmaceuticals,2025,25Q1,4128341492.42898
UK,United Kingdom,Health,Pharmaceuticals,2025,25q2,1423773426.47256
UK,United Kingdom,Industrial,Machinery,2010,10Q1,42377442.8855843
UK,United Kingdom,Industrial,Machinery,2010,10Q2,492911186.18112
UK,United Kingdom,Industrial,Machinery,2010,10Q3,89481312.383392
UK,United Kingdom,Industrial,Machinery,2010,10Q4,371554128.215118
UK,United Kingdom,Industrial,Machinery,2011,11Q1,44245215.4388865
UK,United Kingdom,Industrial,Machinery,2011,11Q2,588532068.974493
UK,United Kingdom,Industrial,Machinery,2011,11Q3,102395733.292663
UK,United Kingdom,Industrial,Machinery,2011,11Q4,388915862.431148
UK,United Kingdom,Industrial,Machinery,2012,12Q1,249540397.967626
UK,United Kingdom,Industrial,Machinery,2012,12Q2,562844093.629516
UK,United Kingdom,Industrial,Machinery,2012,12Q3,424342772.39997
UK,United Kingdom,Industrial,Machinery,2012,12Q4,406261887.997059
UK,United Kingdom,Industrial,Machinery,2013,13Q1,287583107.769376
UK,United Kingdom,Industrial,Machinery,2013,13Q2,580837192.900591
UK,United Kingdom,Industrial,Machinery,2013,13Q3,486753842.504256
UK,United Kingdom,Industrial,Machinery,2013,13Q4,422126858.360584
UK,United Kingdom,Industrial,Machinery,2014,14Q1,338604728.303084
UK,United Kingdom,Industrial,Machinery,2014,14Q2,642070940.465
UK,United Kingdom,Industrial,Machinery,2014,14Q3,635979343.626026
UK,United Kingdom,Industrial,Machinery,2014,14Q4,406664975.220479
UK,United Kingdom,Industrial,Machinery,2015,15Q1,337144745.257116
UK,United Kingdom,Industrial,Machinery,2015,15Q2,591844456.387284
UK,United Kingdom,Industrial,Machinery,2015,15Q3,627028129.059974
UK,United Kingdom,Industrial,Machinery,2015,15Q4,400157192.373616
UK,United Kingdom,Industrial,Machinery,2016,16Q1,336218909.641575
UK,United Kingdom,Industrial,Machinery,2016,16Q2,571554699.54045
UK,United Kingdom,Industrial,Machinery,2016,16Q3,413187351.334914
UK,United Kingdom,Industrial,Machinery,2016,16Q4,341146327.839777
UK,United Kingdom,Industrial,Machinery,2017,17Q1,187326742.129924
UK,United Kingdom,Industrial,Machinery,2017,17Q2,520723992.090027
UK,United Kingdom,Industrial,Machinery,2017,17Q3,449191128.818232
UK,United Kingdom,Industrial,Machinery,2017,17Q4,379447651.99374
UK,United Kingdom,Industrial,Machinery,2018,18Q1,216695319.845043
UK,United Kingdom,Industrial,Machinery,2018,18Q2,552502270.880318
UK,United Kingdom,Industrial,Machinery,2018,18Q3,490625016.796179
UK,United Kingdom,Industrial,Machinery,2018,18Q4,366864553.178388
UK,United Kingdom,Industrial,Machinery,2019,19Q1,215368984.121807
UK,United Kingdom,Industrial,Machinery,2019,19Q2,533689429.992048
UK,United Kingdom,Industrial,Machinery,2019,19q3,511959761.583554
UK,United Kingdom,Industrial,Machinery,2019,19Q4,389227584.880874
UK,United Kingdom,Industrial,Machinery,2020,20Q1,227812068.434044
UK,United Kingdom,Industrial,Machinery,2020,20Q3,914372685.015631
UK,United Kingdom,Industrial,Machinery,2020,20Q4,562638159.250046
UK,United Kingdom,Industrial,Machinery,2021,21Q1,115946168.815794
UK,United Kingdom,Industrial,Machinery,2021,21q2,653072686.235428
UK,United Kingdom,Industrial,Machinery,2021,21q3,391591862.022374
UK,United Kingdom,Industrial,Machinery,2021,21Q4,417687226.563438
UK,United Kingdom,Industrial,Machinery,2022,22q1,129851188.036336
UK,United Kingdom,Industrial,Machinery,2022,22Q2,598642718.042214
UK,United Kingdom,Industrial,Machinery,2022,22Q3,464458232.037856
UK,United Kingdom,Industrial,Machinery,2022,22Q4,384052190.695399
UK,United Kingdom,Industrial,Machinery,2023,23Q1,136177320.030219
UK,United Kingdom,Industrial,Machinery,2023,23Q2,634376108.492504
UK,United Kingdom,Industrial,Machinery,2023,23Q3,567525364.417215
UK,United Kingdom,Industrial,Machinery,2023,23q4,442478302.524762
UK,United Kingdom,Industrial,Machinery,2024,24q1,146617794.718063
UK,United Kingdom,Industrial,Machinery,2024,24q2,715044143.086462
UK,United Kingdom,Industrial,Machinery,2024,24q3,604973085.477227
UK,United Kingdom,Industrial,Machinery,2024,24q4,473339480.759476
UK,United Kingdom,Industrial,Machinery,2025,25Q1,240379286.298104
UK,United Kingdom,Industrial,Machinery,2025,25q2,1532762019.56842
UK,United Kingdom,Industrial,Support Services,2010,10Q1,57458794.624
UK,United Kingdom,Industrial,Support Services,2010,10Q2,303609889.045904
UK,United Kingdom,Industrial,Support Services,2010,10Q3,232295040.206296
UK,United Kingdom,Industrial,Support Services,2010,10Q4,23660771.6126544
UK,United Kingdom,Industrial,Support Services,2011,11Q1,72519595.2
UK,United Kingdom,Industrial,Support Services,2011,11Q2,344313407.855102
UK,United Kingdom,Industrial,Support Services,2011,11Q3,263985306.562957
UK,United Kingdom,Industrial,Support Services,2011,11Q4,27058437.1746886
UK,United Kingdom,Industrial,Support Services,2012,12Q1,82399632.494
UK,United Kingdom,Industrial,Support Services,2012,12Q2,402152072.353087
UK,United Kingdom,Industrial,Support Services,2012,12Q3,335497197.095985
UK,United Kingdom,Industrial,Support Services,2012,12Q4,52696967.9395003
UK,United Kingdom,Industrial,Support Services,2013,13Q1,108577821.9825
UK,United Kingdom,Industrial,Support Services,2013,13Q2,414259919.338108
UK,United Kingdom,Industrial,Support Services,2013,13Q3,384160273.83362
UK,United Kingdom,Industrial,Support Services,2013,13Q4,38647988.1410123
UK,United Kingdom,Industrial,Support Services,2014,14Q1,115063533.82
UK,United Kingdom,Industrial,Support Services,2014,14Q2,481489409.333215
UK,United Kingdom,Industrial,Support Services,2014,14Q3,413270425.03753
UK,United Kingdom,Industrial,Support Services,2014,14Q4,41098199.154792
UK,United Kingdom,Industrial,Support Services,2015,15Q1,121292071.6
UK,United Kingdom,Industrial,Support Services,2015,15Q2,464461891.261664
UK,United Kingdom,Industrial,Support Services,2015,15Q3,416118654.310022
UK,United Kingdom,Industrial,Support Services,2015,15Q4,41764461.932025
UK,United Kingdom,Industrial,Support Services,2016,16Q1,120260270.75
UK,United Kingdom,Industrial,Support Services,2016,16Q2,493686894.273889
UK,United Kingdom,Industrial,Support Services,2016,16Q3,435149069.497582
UK,United Kingdom,Industrial,Support Services,2016,16Q4,38184498.29326
UK,United Kingdom,Industrial,Support Services,2017,17Q1,122808647
UK,United Kingdom,Industrial,Support Services,2017,17Q2,505611024.524626
UK,United Kingdom,Industrial,Support Services,2017,17Q3,456376378.573431
UK,United Kingdom,Industrial,Support Services,2017,17Q4,50461576.66545
UK,United Kingdom,Industrial,Support Services,2018,18Q1,124173557.55
UK,United Kingdom,Industrial,Support Services,2018,18Q2,562724332.928109
UK,United Kingdom,Industrial,Support Services,2018,18Q3,485237136.86879
UK,United Kingdom,Industrial,Support Services,2018,18Q4,67156261.1599572
UK,United Kingdom,Industrial,Support Services,2019,19Q1,127403983.42
UK,United Kingdom,Industrial,Support Services,2019,19Q2,948300289.168607
UK,United Kingdom,Industrial,Support Services,2019,19q3,649731220.461617
UK,United Kingdom,Industrial,Support Services,2019,19Q4,70016696.107029
UK,United Kingdom,Industrial,Support Services,2020,20Q1,131695261.97
UK,United Kingdom,Industrial,Support Services,2020,20Q2,992687015.63677
UK,United Kingdom,Industrial,Support Services,2020,20Q3,644940154.532562
UK,United Kingdom,Industrial,Support Services,2020,20Q4,71363489.4732186
UK,United Kingdom,Industrial,Support Services,2021,21Q1,133005695.845
UK,United Kingdom,Industrial,Support Services,2021,21q2,1212761833.65484
UK,United Kingdom,Industrial,Support Services,2021,21q3,743425091.336626
UK,United Kingdom,Industrial,Support Services,2021,21Q4,75191363.2414665
UK,United Kingdom,Industrial,Support Services,2022,22q1,147655987.84
UK,United Kingdom,Industrial,Support Services,2022,22Q2,1101105768.73244
UK,United Kingdom,Industrial,Support Services,2022,22Q3,728138085.29245
UK,United Kingdom,Industrial,Support Services,2022,22Q4,61792425.141363
UK,United Kingdom,Industrial,Support Services,2023,23Q1,156616680.3
UK,United Kingdom,Industrial,Support Services,2023,23Q2,1230897141.34278
UK,United Kingdom,Industrial,Support Services,2023,23Q3,835332149.084841
UK,United Kingdom,Industrial,Support Services,2023,23q4,74164225.1026131
UK,United Kingdom,Industrial,Support Services,2024,24q1,165386215.26
UK,United Kingdom,Industrial,Support Services,2024,24q2,1340937878.08536
UK,United Kingdom,Industrial,Support Services,2024,24q3,924099212.630255
UK,United Kingdom,Industrial,Support Services,2024,24q4,113897188.115702
UK,United Kingdom,Industrial,Support Services,2025,25Q1,177051640.7275
UK,United Kingdom,Industrial,Support Services,2025,25q2,1528514003.19656
UK,United Kingdom,Media & Telecommunications,Media,2014,14Q3,62746109.8348816
UK,United Kingdom,Media & Telecommunications,Media,2015,15Q2,128006192.236121
UK,United Kingdom,Media & Telecommunications,Media,2015,15Q3,65492708.3080776
UK,United Kingdom,Media & Telecommunications,Media,2016,16Q2,129074697.656508
UK,United Kingdom,Media & Telecommunications,Media,2016,16Q3,58507115.3390922
UK,United Kingdom,Media & Telecommunications,Media,2017,17Q2,138422795.706378
UK,United Kingdom,Media & Telecommunications,Media,2017,17Q3,74492878.8276997
UK,United Kingdom,Media & Telecommunications,Media,2018,18Q2,151567642.51068
UK,United Kingdom,Media & Telecommunications,Media,2018,18Q3,115371030.888244
UK,United Kingdom,Media & Telecommunications,Media,2019,19Q2,234298380.52966
UK,United Kingdom,Media & Telecommunications,Media,2019,19q3,117750992.41005
UK,United Kingdom,Media & Telecommunications,Media,2020,20Q3,
UK,United Kingdom,Media & Telecommunications,Media,2022,22Q3,50225751.61296
UK,United Kingdom,Media & Telecommunications,Media,2023,23Q3,225965710.13585
UK,United Kingdom,Media & Telecommunications,Media,2024,24q3,326898331.502796
UK,United Kingdom,Media & Telecommunications,Telecoms,2010,10Q1,2467810718.58663
UK,United Kingdom,Media & Telecommunications,Telecoms,2010,10Q3,5303767695.83871
UK,United Kingdom,Media & Telecommunications,Telecoms,2011,11Q1,2695702775.11207
UK,United Kingdom,Media & Telecommunications,Telecoms,2011,11Q3,5708145666.61891
UK,United Kingdom,Media & Telecommunications,Telecoms,2012,12Q1,5928680575.3395
UK,United Kingdom,Media & Telecommunications,Telecoms,2012,12Q3,5690063992.95382
UK,United Kingdom,Media & Telecommunications,Telecoms,2013,13Q1,2888949186.93585
UK,United Kingdom,Media & Telecommunications,Telecoms,2013,13Q3,6017567922.1081
UK,United Kingdom,Media & Telecommunications,Telecoms,2014,14Q1,16183110240.7712
UK,United Kingdom,Media & Telecommunications,Telecoms,2014,14Q3,4309677055.45
UK,United Kingdom,Media & Telecommunications,Telecoms,2015,15Q1,1935605741.13924
UK,United Kingdom,Media & Telecommunications,Telecoms,2015,15Q3,4235093567.11226
UK,United Kingdom,Media & Telecommunications,Telecoms,2016,16Q1,1954801277.64291
UK,United Kingdom,Media & Telecommunications,Telecoms,2016,16Q3,4017125990.58226
UK,United Kingdom,Media & Telecommunications,Telecoms,2017,17Q1,1962189645.68162
UK,United Kingdom,Media & Telecommunications,Telecoms,2017,17Q3,4462357294.71495
UK,United Kingdom,Media & Telecommunications,Telecoms,2018,18Q1,2271712405.71624
UK,United Kingdom,Media & Telecommunications,Telecoms,2018,18Q3,4506734839.54589
UK,United Kingdom,Media & Telecommunications,Telecoms,2019,19Q1,2077746065.47727
UK,United Kingdom,Media & Telecommunications,Telecoms,2019,19q3,2521301487.12385
UK,United Kingdom,Media & Telecommunications,Telecoms,2020,20Q1,1909499725.51235
UK,United Kingdom,Media & Telecommunications,Telecoms,2020,20Q3,1425553157.40074
UK,United Kingdom,Media & Telecommunications,Telecoms,2021,21Q1,1466232312.70796
UK,United Kingdom,Media & Telecommunications,Telecoms,2021,21q3,1481127189.06651
UK,United Kingdom,Media & Telecommunications,Telecoms,2022,22q1,1677063423.45496
UK,United Kingdom,Media & Telecommunications,Telecoms,2022,22Q3,1909554350.14525
